-1,RootNode
1,CoreHound
2,creature_corehound2_corehound2_rig
3,creature_corehound2_corehound2_bone_0
4,creature_corehound2_corehound2_bone_1
5,creature_corehound2_corehound2_bone_2
6,creature_corehound2_corehound2_bone_3
7,creature_corehound2_corehound2_bone_6
8,creature_corehound2_corehound2_bone_9
9,creature_corehound2_corehound2_bone_20
10,creature_corehound2_corehound2_bone_29
11,creature_corehound2_corehound2_bone_94
12,creature_corehound2_corehound2_bone_96
13,creature_corehound2_corehound2_bone_87
14,creature_corehound2_corehound2_bone_88
15,creature_corehound2_corehound2_bone_91
16,creature_corehound2_corehound2_bone_92
17,creature_corehound2_corehound2_bone_93
18,creature_corehound2_corehound2_bone_10
19,creature_corehound2_corehound2_bone_21
20,creature_corehound2_corehound2_bone_30
21,creature_corehound2_corehound2_bone_95
22,creature_corehound2_corehound2_bone_89
23,creature_corehound2_corehound2_bone_90
24,creature_corehound2_corehound2_bone_11
25,creature_corehound2_corehound2_bone_22
26,creature_corehound2_corehound2_bone_31
27,creature_corehound2_corehound2_bone_37
28,creature_corehound2_corehound2_bone_47
29,creature_corehound2_corehound2_bone_12
30,creature_corehound2_corehound2_bone_23
31,creature_corehound2_corehound2_bone_32
32,creature_corehound2_corehound2_bone_38
33,creature_corehound2_corehound2_bone_48
34,creature_corehound2_corehound2_bone_55
35,creature_corehound2_corehound2_bone_56
36,creature_corehound2_corehound2_bone_79
37,creature_corehound2_corehound2_bone_81
38,creature_corehound2_corehound2_bone_86
39,creature_corehound2_corehound2_bone_7
40,creature_corehound2_corehound2_bone_13
41,creature_corehound2_corehound2_bone_24
42,creature_corehound2_corehound2_bone_33
43,creature_corehound2_corehound2_bone_39
44,creature_corehound2_corehound2_bone_40
45,creature_corehound2_corehound2_bone_41
46,creature_corehound2_corehound2_bone_14
47,creature_corehound2_corehound2_bone_82
48,creature_corehound2_corehound2_bone_8
49,creature_corehound2_corehound2_bone_15
50,creature_corehound2_corehound2_bone_25
51,creature_corehound2_corehound2_bone_34
52,creature_corehound2_corehound2_bone_42
53,creature_corehound2_corehound2_bone_43
54,creature_corehound2_corehound2_bone_44
55,creature_corehound2_corehound2_bone_16
56,creature_corehound2_corehound2_bone_72
57,creature_corehound2_corehound2_bone_73
58,creature_corehound2_corehound2_bone_4
59,creature_corehound2_corehound2_bone_5
60,creature_corehound2_corehound2_bone_17
61,creature_corehound2_corehound2_bone_26
62,creature_corehound2_corehound2_bone_18
63,creature_corehound2_corehound2_bone_27
64,creature_corehound2_corehound2_bone_35
65,creature_corehound2_corehound2_bone_45
66,creature_corehound2_corehound2_bone_49
67,creature_corehound2_corehound2_bone_50
68,creature_corehound2_corehound2_bone_51
69,creature_corehound2_corehound2_bone_19
70,creature_corehound2_corehound2_bone_28
71,creature_corehound2_corehound2_bone_36
72,creature_corehound2_corehound2_bone_46
73,creature_corehound2_corehound2_bone_52
74,creature_corehound2_corehound2_bone_53
75,creature_corehound2_corehound2_bone_54
76,creature_corehound2_corehound2_bone_80
77,creature_corehound2_corehound2_bone_83
78,creature_corehound2_corehound2_bone_84
79,creature_corehound2_corehound2_bone_85
80,creature_corehound2_corehound2_bone_74
81,creature_corehound2_corehound2_bone_75
82,creature_corehound2_corehound2_bone_76
83,creature_corehound2_corehound2_bone_77
84,creature_corehound2_corehound2_bone_78
85,creature_corehound2_corehound2_bone_57
86,creature_corehound2_corehound2_bone_58
87,creature_corehound2_corehound2_bone_59
88,creature_corehound2_corehound2_bone_60
89,creature_corehound2_corehound2_bone_61
90,creature_corehound2_corehound2_bone_62
91,creature_corehound2_corehound2_bone_63
92,creature_corehound2_corehound2_bone_64
93,creature_corehound2_corehound2_bone_65
94,creature_corehound2_corehound2_bone_66
95,creature_corehound2_corehound2_bone_67
96,creature_corehound2_corehound2_bone_68
97,creature_corehound2_corehound2_bone_69
98,creature_corehound2_corehound2_bone_70
99,creature_corehound2_corehound2_bone_71
100,CoreHound

CoreHound,
32.390659,55.886524,-195.325912,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
28.287697,60.302620,-195.532806,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
31.494373,57.451134,-199.256454,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
44.066238,54.554619,-193.108093,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.909122,59.136707,-196.634155,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
47.402321,52.716236,-187.830765,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
59.945805,56.216015,-168.732193,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
63.975609,53.868603,-162.375015,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
62.888443,50.578243,-168.550995,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
67.881844,43.514912,-167.981232,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
64.914253,48.173698,-167.975296,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
69.298050,46.781097,-164.058350,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
62.515896,26.839945,-168.732193,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
64.434814,32.903057,-168.550995,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
66.076851,29.851475,-162.375015,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
68.125839,40.726181,-167.981232,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
70.087662,37.755539,-164.058350,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
66.012314,35.622849,-167.975296,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
35.322151,22.379503,-195.325912,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
34.711205,20.683018,-199.256454,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32.048374,17.318010,-195.532806,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.589088,25.718636,-193.108047,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
49.555222,28.108385,-187.830765,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
50.184441,21.699820,-196.634155,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.691303,15.104912,-160.535049,9.000000,10.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
53.262890,20.229250,-167.135803,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
47.945194,16.265604,-171.025406,9.000000,10.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
68.727005,32.916122,-171.971924,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
66.369209,36.555988,-167.359451,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
63.718563,32.335918,-166.997681,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
67.117691,51.310509,-171.973572,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
62.084621,51.012196,-166.999374,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
65.427765,47.316517,-167.361130,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
42.323864,65.024788,-160.535049,9.000000,10.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
43.760239,64.099487,-171.025406,9.000000,10.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
49.685444,61.119347,-167.135803,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
43.760239,64.099487,-171.025406,9.000000,10.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
48.453754,66.636543,-164.554459,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
52.401714,59.116150,-169.497009,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
47.945194,16.265604,-171.025406,9.000000,10.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
55.590015,22.673859,-169.497009,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
53.007954,14.582147,-164.554459,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-31.951691,50.449814,-136.910110,6.000000,8.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-28.888840,33.079948,-125.020126,6.000000,8.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-33.336014,28.786873,-115.901184,6.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-28.888729,-33.765186,-125.020172,6.000000,18.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-31.951614,-51.135044,-136.910141,6.000000,18.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-33.336010,-29.472095,-115.901184,6.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-25.584963,-9.635900,-126.405296,6.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-19.905853,-0.342619,-158.031876,6.000000,8.000000,18.000000,0.000000,0.333333,0.333333,0.333333,0.000000
-23.543674,-12.302139,-133.089172,6.000000,18.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-19.905853,-0.342619,-158.031876,6.000000,8.000000,18.000000,0.000000,0.333333,0.333333,0.333333,0.000000
-25.584984,8.950673,-126.405296,6.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-23.543800,11.616900,-133.089127,6.000000,8.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-42.652836,43.517097,-133.436325,6.000000,40.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-79.982658,52.841969,-131.698944,6.000000,40.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-60.661911,41.708763,-119.952225,6.000000,40.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-82.096230,68.587524,-107.601379,40.000000,41.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-60.848530,38.062050,-97.954094,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-59.517067,46.985703,-103.436485,40.000000,41.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-111.533020,9.039351,-186.244202,6.000000,59.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-137.181946,-0.342615,-169.470551,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-124.996101,-0.342613,-179.277969,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-137.181946,-0.342615,-169.470551,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-111.533020,9.039351,-186.244202,6.000000,59.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-124.996101,-0.342613,-179.277969,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-124.996101,-0.342613,-179.277969,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-111.533020,-9.724568,-186.244202,6.000000,59.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-137.181946,-0.342615,-169.470551,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-124.996101,-0.342613,-179.277969,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-137.181946,-0.342615,-169.470551,59.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-111.533020,-9.724568,-186.244202,6.000000,59.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-79.982666,-53.527153,-131.698944,6.000000,49.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-42.652836,-44.202305,-133.436325,6.000000,49.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-60.661896,-42.393963,-119.952240,6.000000,49.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-59.517052,-47.670895,-103.436516,49.000000,50.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-60.848530,-38.747261,-97.954094,50.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-82.096222,-69.272728,-107.601379,49.000000,50.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
66.076874,-30.536726,-162.375000,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
64.434853,-33.588314,-168.550980,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
62.515938,-27.525202,-168.732178,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
66.012367,-36.308113,-167.975281,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
70.087692,-38.440796,-164.058334,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
68.125854,-41.411442,-167.981232,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
62.888462,-51.263504,-168.550980,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
63.975609,-54.553860,-162.375000,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
59.945850,-56.901283,-168.732178,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
69.298050,-47.466354,-164.058334,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
64.914284,-48.858963,-167.975281,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
67.881889,-44.200172,-167.981232,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
31.494417,-58.136391,-199.256454,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
28.287697,-60.987877,-195.532806,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32.390659,-56.571770,-195.325912,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
47.402321,-53.401489,-187.830765,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.909122,-59.821957,-196.634155,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
44.066280,-55.239868,-193.108047,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
50.184464,-22.385069,-196.634155,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
49.555248,-28.793636,-187.830765,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.589108,-26.403887,-193.108047,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32.048397,-18.003256,-195.532806,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
34.711224,-21.368263,-199.256454,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
35.322170,-23.064753,-195.325897,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
53.007973,-15.267393,-164.554459,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
55.590057,-23.359108,-169.496994,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
47.945198,-16.950836,-171.025391,19.000000,20.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
52.401733,-59.801407,-169.496994,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
48.453773,-67.321808,-164.554459,19.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
43.760220,-64.784737,-171.025391,19.000000,20.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
47.945198,-16.950836,-171.025391,19.000000,20.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
53.262890,-20.914433,-167.135864,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.691322,-15.790127,-160.535080,19.000000,20.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
65.427780,-48.001705,-167.361221,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
62.084644,-51.697384,-166.999466,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
67.117691,-51.995701,-171.973663,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
63.718563,-33.021103,-166.997772,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
66.369209,-37.241173,-167.359528,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
68.727005,-33.601315,-171.972015,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
49.685471,-61.804546,-167.135864,20.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
43.760220,-64.784737,-171.025391,19.000000,20.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
42.323895,-65.710022,-160.535080,19.000000,20.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-159.271774,9.079446,0.192634,68.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-177.772034,11.861101,-5.687381,65.000000,68.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-167.488983,26.115114,-6.861247,65.000000,68.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-170.068329,70.114326,-8.351205,65.000000,67.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-185.137039,84.085442,-8.353734,65.000000,67.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-161.760620,88.360527,0.451725,67.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-167.488998,-26.800262,-6.861272,72.000000,73.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-177.772064,-12.546261,-5.687415,72.000000,73.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-159.271729,-9.764591,0.192656,73.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-161.760635,-89.045700,0.451741,75.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-185.137100,-84.770638,-8.353772,72.000000,75.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
-170.068390,-70.799515,-8.351234,72.000000,75.000000,0.000000,0.000000,0.501961,0.498039,0.000000,0.000000
32.390659,55.886524,-195.325912,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
31.565413,59.755707,-202.338165,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
38.317490,56.985950,-200.759979,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
38.317490,56.985950,-200.759979,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
37.116413,53.926056,-195.479202,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32.390659,55.886524,-195.325912,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
45.329136,56.054722,-196.208954,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
44.066238,54.554619,-193.108093,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
37.116413,53.926056,-195.479202,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
37.116413,53.926056,-195.479202,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
39.967556,60.808300,-202.068451,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
45.329136,56.054722,-196.208954,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
44.630180,50.496048,-198.327225,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.909122,59.136707,-196.634155,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
45.329136,56.054722,-196.208954,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
46.909122,59.136707,-196.634155,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
44.066238,54.554619,-193.108093,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
45.329136,56.054722,-196.208954,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
38.317490,56.985950,-200.759979,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
